TAB,label
"Potential of different poplar clones for sugar production In a poplar clonal plantation with different species and hybrids, established at 13,333 cuttings ha(-1), biomass production was assessed at the end of the first rotation (3 years) and the potential of the different clones for sugar production was evaluated. The highest biomass production was observed for clones 'AF2' and 'Viriato' (46.5 and 42 t dm ha(-1), respectively). After a mild acid pretreatment and an enzymatic saccharification, the highest sugar digestibility was found for 'Viriato' and 'Unal'. A clear relation between sugar digestibility and xylan removal during pretreatment was observed, while no relation with lignin content was found. Taking into account the results, the highest production of sugars per hectare was estimated for the poplar clone 'Viriato', being 18-48% higher than that achieved with the other clones. Therefore, this clone is a promising candidate to be used as feedstock for sugar production in a forest biorefinery.",0
"Plant Community and Nitrogen Deposition as Drivers of Alpha and Beta Diversities of Prokaryotes in Reconstructed Oil Sand Soils and Natural Boreal Forest Soils The Athabasca oil sand deposit is one of the largest single oil deposits in the world. Following surface mining, companies are required to restore soil-like profiles that can support the previous land capabilities. The objective of this study was to assess whether the soil prokaryotic alpha diversity (alpha-diversity) and beta-diversity in oil sand soils reconstructed 20 to 30 years previously and planted to one of three vegetation types (coniferous or deciduous trees and grassland) were similar to those found in natural boreal forest soils subject to wildfire disturbance. Prokaryotic alpha-diversity and beta-diversity were assessed using massively parallel sequencing of 16S rRNA genes. The beta-diversity, but not the beta-diversity, differed between reconstructed and natural soils. Bacteria associated with an oligotrophic lifestyle were more abundant in natural forest soils, whereas bacteria associated with a copiotrophic lifestyle were more abundant in reconstructed soils. Ammonia-oxidizing archaea were most abundant in reconstructed soils planted with grasses. Plant species were the main factor influencing alpha-diversity in natural and in reconstructed soils. Nitrogen deposition, pH, and plant species were the main factors influencing the beta-diversity of the prokaryotic communities in natural and reconstructed soils. The results highlight the importance of nitrogen deposition and aboveground-belowground relationships in shaping soil microbial communities in natural and reconstructed soils. \IMPORTANCE Covering over 800 km(2), land disturbed by the exploitation of the oil sands in Canada has to be restored. Here, we take advantage of the proximity between these reconstructed ecosystems and the boreal forest surrounding the oil sand mining area to study soil microbial community structure and processes in both natural and nonnatural environments. By identifying key characteristics shaping the structure of soil microbial communities, this study improved our understanding of how vegetation, soil characteristics and microbial communities interact and drive soil functions.",0
"Organismal responses to habitat change: herbivore performance, climate and leaf traits in regenerating tropical dry forests The ecological effects of large-scale climate change have received much attention, but the effects of the more acute form of climate change that results from local habitat alteration have been less explored. When forest is fragmented, cut, thinned, cleared or otherwise altered in structure, local climates and microclimates change. Such changes can affect herbivores both directly (e.g. through changes in body temperature) and indirectly (e.g. through changes in host plant traits). We advance an eco-physiological framework to understand the effects of changing forests on herbivorous insects. We hypothesize that if tropical forest caterpillars are climate and resource specialists, then they should have reduced performance outside of mature forest conditions. We tested this hypothesis with a field experiment contrasting the performance of Rothschildia lebeau (Saturniidae) caterpillars feeding on the host plant Casearia nitida (Salicaceae) in two different aged and structured tropical dry forests in Area de Conservacion Guanacaste, Costa Rica. Compared to more mature closed-canopy forest, in younger secondary forest we found that: (1) ambient conditions were hotter, drier and more variable; (2) caterpillar growth and development were reduced; and (3) leaves were tougher, thicker and drier. Furthermore, caterpillar growth and survival were negatively correlated with these leaf traits, suggesting indirect host-mediated effects of climate on herbivores. Based on the available evidence, and relative to mature forest, we conclude that reduced herbivore performance in young secondary forest could have been driven by changes in climate, leaf traits (which were likely climate induced) or both. However, additional studies will be needed to provide more direct evidence of cause-and-effect and to disentangle the relative influence of these factors on herbivore performance in this system.",0
"Response of soil bacterial communities to secondary compounds released from Eupatorium adenophorum Exotic plant species can benefit from altering soil microbial communities; however, the knowledge of the mechanisms through which this occurs is limited. The exotic species, Eupatorium adenophorum is a perennial plant that is aggressively invading southern China. Its invasiveness is attributed partially to its ability to release secondary chemicals that affect native plant species. Nevertheless, their effect on soil bacterial communities has rarely been explored. Here, we used natural fresh leaf and root leachate of E. adenophorum, and two pure, phytotoxic chemicals amorpha-4,7(11)-dien-8-one, and 6-hydroxy-5-isopropyl-3,8-dimethyl-4a,5,6,7,8,8a-hexahydraphthalen-2(1H)-one to evaluate: (a) short-term (3 days) effects of secondary chemicals on soil bacterial communities in mixed forests and (b) long-term (6 months) effects of leaf leachate on soil bacterial communities in three habitats. Additionally, the composition and diversity of soil bacterial communities were explored with high throughput sequencing using IlluminaMiSeq. In the short-term experiments, all treatments affected soil bacterial communities, but leaf leachate most significantly reduced soil bacterial richness and diversity. In the long-term experiments, leaf leachate altered bacterial communities in all soil samples, and reduced bacterial richness and diversity in soils from the forest and wasteland, but increased bacterial richness and diversity in soils from roadside. Redundancy analysis indicated that changes in bacterial communities were associated with soil organic carbon, nitrogen content, and pH. These results indicate that the water-dissoluble secondary chemicals of E. adenophorum, especially from its leaves, have an impact on soil bacterial communities, though the degree of the impact depends on soil ecotype.",0
"Diversity of seeds captured by interception exceeds diversity of seeds deposited in traps Seed dispersal, a key process in terrestrial landscapes, is increasingly important in the face of habitat fragmentation and global climate change. Seed dispersal is also notoriously difficult to characterize, especially in species rich and spatially complex tropical forests. We contrasted assemblages of biotically dispersed seeds collected from four sites using two methods: deposition into seed traps and interception by the capture of frugivorous birds. We also compared seed deposition and interception with local fruit production. Species accumulation curves for seeds deposited in seed traps began to level off sooner than curves for seeds collected from birds captured in mist nets, and extrapolation showed significantly greater estimated species richness for seeds collected from birds than for those deposited in traps. Assemblages from birds and from traps at each site were quite different, with an abundance-based similarity index of 0.64; this dissimilarity increases if bat-dispersed seeds are included in the analysis. Common bird-dispersed species were retrieved from both mist-netted birds and from seed traps, but numerous locally fruiting understory species were recovered only from birds. We conclude that the sampling of seeds carried by birds provides a valuable complement to other methods of studying seed dispersal in species-rich tropical forests by revealing relationships between specific dispersers and their seed plants and by creating a more complete account of species diversity of seeds being transported at a given site.",0
"Plant interactions as biotic drivers of plasticity in leaf litter traits and decomposability of Quercus petraea The importance of plant litter traits and decomposability for nutrient cycling processes and plant community dynamics through plant-litter-soil feedbacks has been largely emphasized. However, the role of biotic interactions as drivers of intraspecific variability in litter traits remains surprisingly little studied. In this study, we used a large-scale, multi-site network of long-term tree removal experiments manipulating the abundance of a foundation tree species, i.e., Quercus petraea, to assess how plant interactions control intraspecific variation in oak leaf litter traits and decomposability. We studied 19 plots across eight experimental sites covering a large gradient of oak abundance, stand age, and local abiotic context. Oak leaf litter quality strongly declined with tree removal in early forest successional stage. Litter became poorer in nutrients such as N and Mg and richer in secondary metabolites such as lignin and condensed tannins. This in turn slowed its decomposition. Importantly, litter N loss switched from N release to N immobilization. Variance partitioning indicated that oak abundance explained as much variation in oak leaf litter traits as oak age and twice as much as soil inherent fertility. Confirmatory path analysis revealed that the decline of oak leaf litter quality induced by tree removal was most likely driven by a shift in understory plant species composition. Plasticity of oak leaf litter traits to the shortage of nutrient supply related to the development of understory plants competitors with higher nutrient capture and retention ability could potentially explain this response pattern. Our data also give consistent but weaker support that the decline of oak leaf litter quality could be driven by alleviated competition for light among canopy trees and subsequent enhanced crown exposure to light. Overall, our study provides evidence that biotic factors such as plant interactions are major drivers of plasticity in leaf litter traits and decomposability. This finding contributes to the emerging view that phenotypic -plasticity is fundamentally related to biotic interactions for sessile organisms, especially for long-lived and large plant species such as trees. Taking this source of functional diversity into account could help us to better understand plant community dynamics and ecological processes in terrestrial ecosystems.",0
"Public views on the value of forests in relation to forestation projects-A case study in central Taiwan The purpose of this study was to understand the public's attitude toward the Reforestation in Mountain Areas (RMA) and the Afforestation in Lowland Areas (ALA) projects. Understanding the public's attitudes toward these projects could provide critical information for forest management; furthermore, their underlying values and the acquired knowledge might help collect more detailed information for these projects. Out of a total of 800 questionnaires, 724 valid questionnaires were obtained from July 2012 to March 2013; the study site was in central Taiwan. A paired t-test was used to compare the perceived forest benefits between mountain and lowland areas, and one-way analysis of variance (ANOVA) was adopted to rank the different forest values in each area. However, the relationship between forest values, forest knowledge components and attitudes toward the two projects was constructed based on cognitive hierarchical theory. Logistic regressions were employed to analyze this relationship. The result indicated that the respondents held positive attitudes toward these two projects, particularly the RMA project. Comparing the same forest values held by public in mountain and lowland areas, the scores were higher in mountain areas, and all items showed the same pattern. Meanwhile, among the forest values, the external benefits were shown to have higher priority, regardless of the area. After the logistic regression analysis, we confirmed that people's forest values and forest knowledge were possible components for forming their attitudes toward the two projects for example, the RMA project was influenced by forest values and forest knowledge, whereas the ALA project was only influenced by forest values. Nevertheless, the logistic models were shown to perform well in the cognitive hierarchical theory framework in our study. (C) 2017 Elsevier B.V. All rights reserved.",0
"Spatially explicit demand for afforestation Afforestation is a stated goal in European Union policy and several member states have already implemented schemes to extend forest cover. However, little is known about the magnitude of non-market benefits of afforestation and how these benefits spatially differ. In this article, we propose a novel method to spatially explicitly predict marginal willingness to pay for afforestation. The approach is illustrated with data from a discrete choice experiment on local land use changes in Germany. GIS data on the respondent's place of residence allows inferring their current endowment with forest, which enters the utility specification of each respondent's status quo alternative. Marginal willingness to pay estimates therefore represent the value of changes in local forest cover relative to the observed status quo. This relationship can be utilized to predict willingness to pay at the county level. We find that marginal willingness to pay decreases as the current endowment with forest increases. The estimated optimal share of forest based on the average respondent's preferences is between 50 and 60%. The associated county level predictions of marginal and total willingness to pay can be used to inform national, regional and local policies that aim to increase forest cover. (C) 2017 Elsevier B.V. All rights reserved.",0
"Comparative Assessment of Goods and Services Provided by Grazing Regulation and Reforestation in Degraded Mediterranean Rangelands Several management actions are applied to restore ecosystem services in degraded Mediterranean rangelands, which range from adjusting the grazing pressure to the removal of grazers and pine plantations. Four such actions were assessed in Quercus coccifera L. shrublands in northern Greece: (i) moderate grazing by goats and sheep; (ii) no grazing; (iii) no grazing plus pine (Pinus pinaster Aiton) plantation in forest gaps (gap reforestation); and (iv) no grazing plus full reforestation of shrubland areas, also with P.pinaster. In addition, heavy grazing was also assessed to serve as a control action. We comparatively assessed the impact of these actions on key provisioning, regulating and supporting ecosystem services by using ground-based indicators. Depending on the ecosystem service considered, the management actions were ranked differently. However, the overall provision of services was particularly favoured under moderate and no grazing management options, with moderate grazing outranking any other action in provisioning services and the no grazing action presenting the most balanced provision of services. Pine reforestations largely contributed to water and soil conservation and C sequestration but had a negative impact on plant diversity when implemented at the expense of removing natural vegetation in the area. Heavy grazing had the lowest provision of ecosystem services. It is concluded that degraded rangelands can be restored by moderating the grazing pressure rather than completely banning livestock grazing or converting them into pine plantations. Copyright (c) 2015 John Wiley & Sons, Ltd.",0
"Vertebrate herbivores are the main cause of seedling mortality in a logged African rainforestimplications for forest restoration High seedling mortality can limit tropical forest regeneration after disturbance, such as selective logging. However, causes of seedling mortality are often poorly understood although this information is critical for designing appropriate restoration methods. We studied seedling mortality in a rainforest in Uganda where natural recovery has failed after selective logging carried out 40 years earlier and the sites are dominated by herbaceous vegetation. We established an experiment where seeds of 12 indigenous tree species were sown into different-sized logging gaps in order to capture factors that cause early seedling mortality. We examined whether seedling mortality was influenced by vegetation cover (VC), vertebrate herbivores (VHs), gap size, or forest compartment and recorded causes of mortality. We found that seedling mortality was in general high but showed high tree species-specific variation (ranging from 19 to 92% six months after emergence). VHs, particularly rodents, were the most important cause of mortality. Rotting caused mortality particularly in smaller gaps, but elephant trampling, drying, being washed away by rain and falling debris were only minor mortality causes. Dense VC was not a considerable barrier to seedling survival, but by providing shelter for rodents, it indirectly increased seedling herbivory. Our results show that high seedling mortality on logged sites can limit forest regeneration and rodents in particular can be a significant factor causing high seedling mortality.",0
"Relationship between leaf functional traits and productivity in Aquilaria crassna (Thymelaeaceae) plantations: a tool to aid in the early selection of high-yielding trees Physiological traits are frequently used as indicators of tree productivity. Aquilaria species growing in a research planting were studied to investigate relationships between leaf-productivity traits and tree growth. Twenty-eight trees were selected to measure isotopic composition of carbon (delta C-13) and nitrogen (delta N-15) and monitor six leaf attributes. Trees were sampled randomly within each of four diametric classes (at 150 mm above ground level) ensuring the variability in growth of the whole population was represented. A model averaging technique based on the Akaike's information criterion was computed to identify whether leaf traits could assist in diameter prediction. Regression analysis was performed to test for relationships between carbon isotope values and diameter and leaf traits. Approximately one new leaf per week was produced by a shoot. The rate of leaf expansion was estimated as 1.45 mm day(-1). The range of delta C-13 values in leaves of Aquilaria species was from -25.5aEuro degrees to -31aEuro degrees, with an average of -28.4 aEuro degrees (+/- 1.5aEuro degrees SD). A moderate negative correlation (R-2 = 0.357) between diameter and delta C-13 in leaf dry matter indicated that individuals with high intercellular CO2 concentrations (low delta C-13) and associated low water-use efficiency sustained rapid growth. Analysis of the 95% confidence of best-ranked regression models indicated that the predictors that could best explain growth in Aquilaria species were delta C-13, delta N-15, petiole length, number of new leaves produced per week and specific leaf area. The model constructed with these variables explained 55% (R-2 = 0.55) of the variability in stem diameter. This demonstrates that leaf traits can assist in the early selection of high-productivity trees in Aquilaria species.",0
"Reducing Carbon Emissions from Forest Conversion for Oil Palm Agriculture in Gabon Growing demand for palm oil is driving its expansion into the African tropics, potentially leading to significant carbon emissions if tropical forest is converted to palm monoculture. In this first study of a Central African oil palm concession (31,800 ha), we predict that the conversion of 11,500 ha of logged forest to a palm plantation in Gabon will release 1.50 Tg C (95% CI = [1.29, 1.76]). These emissions could be completely offset over 25 years through sequestration in planned forest set-asides given a 2.6:1 ratio of logged to converted forest. Using an agricultural suitability model, we find that careful national land-use planning could largely avoid high carbon emissions while meeting goals for palm oil production. We recommend that Gabon adopts a national carbon threshold for land conversion and requires concession-level set-aside ratios thatmeet no-net emissions criteria as mechanisms for steering plantations away from high carbon forests.",0
"Mercury concentrations and pools in four adjacent coniferous and deciduous upland forests in Beijing, China Understanding of forest mercury (Hg) pools is important for quantifying the global atmospheric Hg removal. We studied gaseous elemental Hg (GEM) concentrations, litterfall Hg depositions, and pool sizes in four adjacent stands at Mount Dongling to assess Hg dynamics in the forested catchment and the potential of Hg release during wildfires. The average GEM concentration was 2.50.5ngm(-3), about 1.5 times of the background levels in the Northern Hemisphere. In all four stands, Hg concentrations increase in the following order: bole wood<branch/twig<bark<mineral soil<needles/leaves<litterfall<Oi litter<Oe soil<Oa organic soil. The Hg pools of aboveground biomass were comparable in the forests of larch, oak, and Chinese pine, which were much greater than that of mixed broadleaf stands due to lower biomass. The total Hg pools in ecosystems were similar in the four stands, because of the comparable Hg pool in the soil horizons (0-40cm), which accounted for over 97% of the total ecosystem Hg storage in the four stands. Although Hg pools of the forest ecosystem in north China were comparable to North America and North Europe, Hg storage in forests constituted a high threat for large Hg emission pulses to the atmosphere by wildfires. The potential Hg emissions from the combustion at the four stands were ranged from 0.675 to 1.696mgm(-2).",0
"Early establishment and survival of the neotropical dry deciduous forest tree Lysiloma microphyllum from mountainous Bajio Queretano, Mexico The tropical dry deciduous forest (TDF) of the semi-arid region of Bajio in Mexico is dominated by successional communities, in which Lysiloma microphyllum is irregularly distributed, however the environmental factors influencing its establishment have been poorly studied. We conducted field experiments to isolate the impact of three factors on the early life-history stages of this tree. Over a 2-y period, we monitored the effects of (1) predation, (2) understorey light and (3) aspect on germination, seed-to-seedling transition (establishment) and seedling survival, and we found that open space negatively affected germination (14.9 +/- 1.5% vs 96 +/- 1.5% in shade; mean +/- SE), while shade increased seedling establishment and survival (36.9 +/- 8.2% vs 4.7 +/- 3.8% in open sites). Predation decreased survival and was strongest in open conditions (0 vs 62.7 +/- 9.4% in shaded exclosures). In contrast, aspect had little influence on germination and survival. The results suggest that shaded microsites positively affect the early life stages of L. microphyllum, a key process in TDF recovery.",0
"Intrastorm scale rainfall interception dynamics in a mature coniferous forest stand Canopy interception of rainfall is an important process in the water balance of forests. The intrastorm dynamics of canopy interception is less well understood than event scale interception. Accordingly, armed with measurements of hourly interception intensity (i) from the field, this study is among the first to examine the differences in canopy interception dynamics between the first and second halves of rainfall events to quantify dynamic storage values for a coniferous forest in Japan. At this site, experimental results demonstrated that: (1) the relationship between interception loss (I) and gross rainfall (GR) at the event scale is better explained by a parabolic curve than a linear relationship, and there is a low correlation between rainfall intensity (gr) and i; (2) the ratio of accumulated i during the first half (I-F) to that of gr (GR(F)) was larger than the second half (Is/GRs), with no significant correlations between potential evaporation during first half (PEF) vs I-F or the second half (PEs) vs I-s; and (3) water storage capacity was similar to the magnitude of maximum I. By emphasizing the comparison between IF and Is, this study concludes that the water storage on tree surface is more important than losses by wet canopy evaporation and splash during rain. This study also adds insights into intrastorm interception dynamics of coniferous forests which are necessary to better model and forecast interception losses. (C) 2017 Elsevier B.V. All rights reserved.",0
"Can postmining revegetation create habitat for a threatened mammal? Most revegetation conducted for biodiversity conservation aims to mimic reference ecosystems present predisturbance. However, revegetation can overshoot or undershoot targets, particularly in the early stages of a recovery process, resulting in conditions different from the reference model. Revegetation that has, as yet, failed to fully meet revegetation targets may, nonetheless, provide habitat for threatened species not present in reference ecosystems. To investigate this possibility, we surveyed Quokka (Setonix brachyurus), a threatened macropod, in a mining landscape in south-western Australia. We established four sites in each of riparian forest, which is the preferred habitat of quokkas but is not mined, mid-slope forest, which is the premining reference ecosystem but is not suitable habitat for quokkas, and revegetated forest on mine pits 16-21 years postmining. We recorded quokkas in all riparian forest sites and two revegetated forest sites but not in any mid-slope forest sites. Occupied revegetated sites had greater cover between 0 and 2 m and were spatially closer to riparian forest than unoccupied revegetated sites, suggesting predation pressure was likely influencing which mine pits were occupied. Our study demonstrated postmining revegetation can provide new habitat for a threatened species and suggested that revegetating a small proportion of sites to provide new habitat for threatened species could be considered as a management option in some scenarios. This could improve landscape connectivity and increase both the area of available habitat and between-site heterogeneity, which could all potentially increase the ability of revegetation to conserve biodiversity.",0
"Oil palm (Elaeis guineensis) genetic resources for abiotic stress tolerance: A review Oil palm (Elaeis guineensis Jacq.) once grown widely in forests and adjoining areas was subsequently domesticated as a plantation crops. Global oil palm area has quintupled from 1990 and it is grown in an area of 17 million ha with a palm oil production of 59.42 million tonnes. Oil yield is dependent not only on genotypes but also on environmental factors. The growth of common oil palm varieties is suppressed at temperatures below 15 degrees C. Oil palm is a drought tolerant crop as it is surviving in locations with a dry season of several months. Nevertheless water deficit stress reduces the palm fresh fruit bunch yield to less than 5 tonnes/ha along with significant reduction (up to 26.30%) in vegetative growth. Excess soil moisture and continuous water logging are detrimental to oil palm fresh fruit bunch production. The important parameters, viz. the root biomass, potential root extraction ratio (PRER), rate of stomatal conductance and photosynthesis can be used for screening oil palm genotypes for drought tolerance. The progenies of Bamenda x Ekona and Tanzania x Ekona hybrids had drought tolerance and produced 40-42 tonnes of fresh fruit bunch during initial three years. The progenies of crosses between Deli x Yangambi (NIFOR, Nigeria), Bamenda x Ekona (ASD Costa Rica), Tanzania x Ekona and IRHO7010 were reported to adapt to prolonged drought conditions in Nigeria, Costa Rica and Colombia, respectively. Cameroon and Tanzanian genetic sources had cold tolerance and hybrids of Dami Deli x Cameroon /Tanzania crosses and Amazon (variety) are available with Agricultural Services Development, Costa Rica. Elaeis oleifera has inherent characteristics to tolerate drought and water stagnation, pest and disease resistance and exhibits slow vertical growth. ASD Costa Rica had developed compact palm utilising the genetic resources of E. oleifera. Varieties with short leaves and slow vertical growth are most preferred traits in oil palm industry to increase the productivity per unit area as they can be planted at high density. Information on early maturing varieties, dwarfness, rapid and quality planting material production technologies in relation to abiotic stress tolerance for oil palm are scanty.",0
"Does ""Greening"" of Neotropical Cities Considerably Mitigate Carbon Dioxide Emissions? The Case of Medellin, Colombia Cities throughout the world are advocating highly promoted tree plantings as a climate change mitigation measure. Assessing the carbon offsets associated with urban trees relative to other climate change policies is vital for sustainable development, planning, and solving environmental and socio-economic problems, but is difficult in developing countries. We estimated and assessed carbon dioxide (CO2) storage, sequestration, and emission offsets by public trees in the Medellin Metropolitan Area, Colombia, as a viable Nature-Based Solution for the Neotropics. While previous studies have discussed nature-based solutions and explored urban tree carbon dynamics in high income countries, few have been conducted in tropical cities in low-middle income countries, particularly within South America. We used a public tree inventory for the Metropolitan Area of the Aburra Valley and an available urban forest functional model, i-Tree Streets, calibrated for Colombia's context. We found that CO2 offsets from public trees were not as effective as cable cars or landfills. However, if available planting spaces are considered, carbon offsets become more competitive with cable cars and other air quality and socio-economic co-benefits are also provided. The use of carbon estimation models and the development of relevant carbon accounting protocols in Neotropical cities are also discussed. Our nature-based solution approach can be used to better guide management of urban forests to mitigate climate change and carbon offset accounting in tropical cities lacking available information.",0
"Potential of Windbreak Trees to Reduce Carbon Emissions by Agricultural Operations in the US Along with sequestering C in forest, trees on farms are able to contribute to greenhouse mitigation through emission avoidance mechanisms. To evaluate the magnitude of these contributions, emission avoidance contributions for field and farmstead windbreak designs in regions across the United States were estimated, along with greenhouse gas (GHG) emission budgets for corn, soybean, winter wheat, and potato operations. We looked at farming scenarios with large (600 ha), mid (300 ha), and small-size (60 ha) farms containing farmsteads built before and after 2000, and growing different cropping systems. Windbreak scenarios were assumed to be up to 5% of the crop area for field windbreaks, while emission avoidance for farmstead windbreaks were assumed to provide a 10% and 25% reduction in energy usage for space conditioning and heating, respectively. Total reduction of C equivalent (CE) emissions by windbreaks on farm systems ranged from a low of 0.9 Mg CE year(-1) for a 60-ha farm with a home built before 2000 to 39.1 Mg CE year(-1) for a 600-ha farm with a home built after 2000. By reducing fossil fuel usage from farm operations, windbreaks provide a promising strategy for reducing GHG emissions from agriculture in the USA.",0
"Influence of Cutting Type and Fertilization in Production of Containerized Poplar Plants Most poplar plantations are planted on marginal agricultural land, but poplar plantations also hold the potential for increased profits compared to plantations of other species on non-agricultural, previously forested land. To date, the establishment of poplar plantations on previously forested land is limited by the production of suitable containerized poplar stock for planting. The objective of this study is to investigate how different cutting quality and fertilizer treatments influence height, diameter, and root biomass growth and root-to-shoot ratio, all important variables for plant establishment. Our results show that fertilization increases plant growth and that single-bud and two-bud cuttings with cutting diameters of 5 to 10 mm can be used in the production of containerized plants. Root biomass was similar between these plant types but the number of roots per plant was higher if two-bud cuttings were used. In contrast to fertilized plants, only one cutting type (two-bud 10 mm) grew to a sufficient height and diameter for use in poplar plantation establishment. Interestingly, the root-to-shoot ratio for this cutting type was 0.16 while the ratio for the same cutting type is 0.11 if fertilized. Together, these results suggest that most types of poplar cuttings can be used to establish poplar plantations if fertilizer is used and that the largest cutting type (two-bud 10 mm) might be more suitable to establish poplar plantations at harsh sites, thus reducing the cost of poplar plant production.",0
"Drones as a Tool for Monoculture Plantation Assessment in the Steepland Tropics Smallholder tree plantations are expanding in the steepland tropics due to demand for timber and interest in ecosystem services, such as carbon storage. Financial mechanisms are developing to compensate vegetation carbon stores. However, measuring biomass-necessary for accessing carbon funds-at small scales is costly and time-intensive. Therefore, we test whether low-cost drones can accurately estimate height and biomass in monoculture plantations in the tropics. We used Ecosynth, a drone-based structure from motion technique, to build 3D vegetation models from drone photographs. These data were filtered to create a digital terrain model (DTM) and digital surface model (DSM). Two different canopy height models (CHMs) from the Ecosynth DSM were obtained by subtracting terrain elevations from the Ecosynth DTM and a LIDAR DTM. We compared height and biomass derived from these CHMs to field data. Both CHMs accurately predicted the height of all species combined; however, the CHM from the LiDAR DTM predicted heights and biomass on a per-species basis more accurately. Height and biomass estimates were strong for evergreen single-stemmed trees, and unreliable for small leaf-off species during the dry season. This study demonstrates that drones can estimate plantation biomass for select species when used with an accurate DTM.",0
"Catalyst design for high-density and low-temperature CNT synthesis on conductive Ti silicide substrate A multilayer (Ni/Al/Ni) catalyst design is proposed to synthesize high-density carbon nanotubes (CNTs) on a conductive titanium silicide substrate. The Al intermediate layer immobilizes the Ni catalyst on the substrate during nanoparticle formation by interacting with the top and bottom Ni catalyst film, suppressing the diffusion of Ni into silicide and sintering of the Ni nanoparticles, as evidenced by secondary ion mass spectroscopy and atomic force microscopy analysis. Owing to the stable, high-density and evenly distributed nanoparticle catalysts with the multilayer catalyst design, we have synthesized vertically aligned CNTs with a density of 2.0 x 10(10)/cm(2) and an average 50 walls per CNT. The CNT density using the Ni/Al/Ni catalyst is three times higher than that with the pure Ni catalyst. Furthermore, the proposed catalyst design enables CNT synthesis at a temperatures as low as 350 degrees C. The synthesized CNTs show Ohmic contact with Ti silicide, suggesting the catalyst design is promising for CNT applications on conductive substrates, especially for interconnect applications. (C) 2017 Elsevier B.V. All rights reserved.",0
"Growth responses and accumulation of soluble sugars in Inga marginata Wild. (Fabaceae) subjected to flooding under contrasting light conditions Flood events in riparian forests of southern Brazil, can be characterized as unpredictable and of low magnitude with an average duration of less than 15 days. Inga marginata is an evergreen tree which grows in Southeast South America on a wide range of environments, including riparian forests. In this paper, the interactive effects of the light environment and soil flooding on morphological parameters of I. marginata were examined. Seedlings were acclimated in two contrasting light conditions: sun or shade for 30 days. Sun and shade plants were subjected to soil flooding for two periods; five or 15 days. After 5 days, the interaction between flooding and light did not affect growth, chlorophyll content and dry mass or the root-shoot ratio. After 15 days, flooded plants from the sunny treatment had a lower shoot dry mass compared to control sun plants and flooded plants from the shaded treatment. Moreover, the higher dry mass observed for shade plants compared to sun plants, following flooding, can also be directly associated with a higher content of soluble sugars. Shade plants of I. marginata showed a greater acclimation to soil waterlogging. This acclimation appears to be associated with a larger accumulation of soluble sugars compared to non-flooded plants. The responses observed on the shade plants appear to be decisive to indicate the use of I. marginata in degraded areas.",0
"Indolbutiric acid responses on rooting and survival of Hymenaea courbaril L. cuttings Currently, the environmental appeal to promote reforestation programs, recovery of degraded areas and preservation of biodiversity pressures the production sector of native forest essences' seedlings. Jatoba, Hymenaea courbaril L., is a native tree which provides many products of great economic relevance. Vegetative propagation is an alternative method for seedlings production, which presents many benefits, including the possibility of establishing high productivity clonal hedges, as it occurs with the Eucalyptus genus. The experiment was conducted in a greenhouse, with partial temperature and humidity control. The study assessed the effects of different dosages of indolbutiric acid (IBA) hormone in the process of rooting jatoba cuttings. The cuttings were prepared in a laboratory and submitted to different dosages of IBA (0, 200, 400, 600, 800 e 1000 mg L-1), later established in sand substrate and placed in protected environment with intermittent fogging system and shading of 50%. Statistical analysis was carried out using R software, according to experimental design in randomized blocks, with six treatments and four replications. The results obtained by binomial evaluation showed there was no significant difference between IBA dosages, so the use of IBA on rooting H. courbaril cuttings was ineffective. However, success in the vegetative propagation of jatoba can occur through the selection of individuals that present good results to adventitious rooting. The use of IBA on adventitious rooting varies from one species to another, and due to the lack of studies on the subject concerning Hymenaea courbaril L., more experiments to be carried out in order to evaluate the rhizogenic potential should be done.",0
"Interference of glyphosate subdoses in the development of young plants of neem The regeneration of degraded areas presupposes the planting of forest species in areas that have undergone deep anthropogenic changes and that they are maintained in conditions that allow them to develop rapidly and uniformly. However, problems as presence of weeds can compromise the development of these plants, especially after planting, where they are susceptible to weed competition. One technique widely used to manage it is the use of herbicides. These products can harm and / or kill the plants when hit at high doses, even when the application is performed in a directed jet (drift). One of the widely used herbicide is glyphosate, which is characterized as systemic and not selective. The neem is an introduced species that has been cultivated in Brazil, due to its silvicultural characteristics. This study aimed to evaluate the effect of reduced rates of glyphosate in young plants of neem, aiming to simulate a possible drift. Neem seedlings were treated with 0, 72, 144, 216 and 432 g ha(-1) of acid equivalent of glyphosate. The plants phytotoxicity was noticed from 216 g ha(-1) of a.e., however, the plants recovered. In these experimental conditions, one can conclude that 0se saplings of neem has hindered its development by the action of glyphosate, However, only from 432 g ha(-1) of e.a., the plants suffer significant negative effects by the action of the herbicide.",0
